name,chr,strand,start,end
DEFA6,chr8,-,6924696,6926076
DEFA4,chr8,-,6935819,6938306
DEFA1,chr8,-,6977648,6980092
DEFA1B,chr8,-,6996765,6999198
DEFA3,chr8,-,7015868,7018297
DEFA5,chr8,-,7055303,7056739
USP17L1,chr8,+,7332386,7333979
USP17L4,chr8,+,7337114,7338707
ZNF705G,chr8,-,7355516,7385558
DEFB4B,chr8,-,7414854,7416863
DEFB103B,chr8,-,7428887,7430348
SPAG11B,chr8,-,7442683,7463674
DEFB104B,chr8,-,7470307,7475082
DEFB106B,chr8,-,7482503,7486400
DEFB105B,chr8,+,7487678,7489593
DEFB107B,chr8,+,7495910,7509311
PRR23D1,chr8,+,7539626,7542450
FAM90A7P,chr8,-,7556699,7559712
FAM90A22P,chr8,-,7571994,7575006
FAM90A23P,chr8,-,7579643,7582653
FAM90A14P,chr8,+,7715442,7718453
FAM90A18P,chr8,+,7723090,7726101
FAM90A16P,chr8,+,7730738,7733749
FAM90A8P,chr8,+,7738386,7741396
FAM90A17P,chr8,+,7746033,7749044
FAM90A19P,chr8,+,7753681,7756692
FAM90A9P,chr8,+,7761329,7764340
FAM90A10P,chr8,+,7768976,7771988
PRR23D2,chr8,-,7778590,7781413
DEFB107A,chr8,-,7811719,7815716
DEFB105A,chr8,-,7821003,7823880
DEFB106A,chr8,+,7825138,7829053
DEFB104A,chr8,+,7836435,7841242
SPAG11A,chr8,+,7847875,7868867
DEFB103A,chr8,+,7881391,7882663
DEFB4A,chr8,+,7894676,7896716
ZNF705B,chr8,+,7926336,7952413
USP17L8,chr8,-,7971660,7973253
USP17L3,chr8,-,7976392,7977985
PRAG1,chr8,-,8317735,8386439
CLDN23,chr8,+,8701936,8704096
MFHAS1,chr8,-,8783353,8893630
ERI1,chr8,+,9002146,9116746
PPP1R3B,chr8,-,9136254,9151574
TNKS,chr8,+,9555911,9782346
MSRA,chr8,+,10054291,10428891
PRSS51,chr8,-,10482877,10547585
PRSS55,chr8,+,10525531,10554166
RP1L1,chr8,-,10606348,10712187
C8orf74,chr8,+,10672627,10700590
SOX7,chr8,-,10723767,10730511
PINX1,chr8,-,10725398,10839847
PINX1,chr8,-,10764960,10839884
XKR6,chr8,-,10896044,11201833
MTMR9,chr8,+,11284815,11328146
SLC35G5,chr8,+,11331011,11332360
FAM167A,chr8,-,11421475,11475908
BLK,chr8,+,11486893,11564599
GATA4,chr8,+,11676958,11760002
NEIL2,chr8,+,11769638,11787345
FDFT1,chr8,+,11795572,11839304
CTSB,chr8,-,11842523,11869533
DEFB136,chr8,-,11973936,11974599
DEFB135,chr8,+,11982255,11984590
DEFB134,chr8,-,11993173,12000752
DEFB130B,chr8,-,12064388,12071747
ZNF705D,chr8,+,12089337,12115516
USP17L7,chr8,-,12132416,12134099
USP17L2,chr8,-,12136434,12138849
FAM86B1,chr8,-,12182095,12194133
DEFB130A,chr8,-,12310961,12318316
FAM86B2,chr8,-,12424410,12436406
LONRF1,chr8,-,12721905,12756073
TRMT9B,chr8,+,12945641,13031503
DLC1,chr8,-,13083360,13604610
C8orf48,chr8,+,13566868,13568288
SGCZ,chr8,-,14084844,15238431
TUSC3,chr8,+,15417214,15766649
MSR1,chr8,-,16107877,16567490
FGF20,chr8,-,16992180,17002345
MICU3,chr8,+,17027237,17122642
ZDHHC2,chr8,+,17156481,17224799
CNOT7,chr8,-,17224965,17246878
VPS37A,chr8,+,17246930,17302427
MTMR7,chr8,-,17296793,17413528
SLC7A2,chr8,+,17497087,17570573
PDGFRL,chr8,+,17576432,17644071
MTUS1,chr8,-,17643794,17801094
FGL1,chr8,-,17864379,17910365
PCM1,chr8,+,17922967,18029948
ASAH1,chr8,-,18055991,18084998
NAT1,chr8,+,18170476,18223689
NAT2,chr8,+,18391281,18401218
PSD3,chr8,-,18527302,19084730
SH2D4A,chr8,+,19313692,19396218
CSGALNACT1,chr8,-,19404160,19758029
INTS10,chr8,+,19817390,19852083
LPL,chr8,+,19901716,19967259
SLC18A1,chr8,-,20144854,20183206
ATP6V1B2,chr8,+,20197380,20226819
LZTS1,chr8,-,20246164,20303963
GFRA2,chr8,-,21690397,21812357
DOK2,chr8,-,21908872,21913690
XPO7,chr8,+,21919661,22006585
NPM2,chr8,+,22024124,22036897
FGF17,chr8,+,22042397,22048809
DMTN,chr8,+,22048994,22082527
FHIP2B,chr8,+,22089149,22104911
NUDT18,chr8,-,22106873,22109419
HR,chr8,-,22114418,22133384
HRURF,chr8,-,22130603,22130708
REEP4,chr8,-,22138019,22141951
LGI3,chr8,-,22146829,22157084
SFTPC,chr8,+,22156912,22164479
BMP1,chr8,+,22165139,22212326
PHYHIP,chr8,-,22219702,22232101
POLR3D,chr8,+,22245132,22254601
PIWIL2,chr8,+,22275315,22357568
SLC39A14,chr8,+,22367277,22434129
PPP3CC,chr8,+,22440818,22541142
SORBS3,chr8,+,22544985,22575788
PDLIM2,chr8,+,22578278,22598025
ENSG00000248235,chr8,+,22589273,22602084
C8orf58,chr8,+,22599598,22604150
CCAR2,chr8,+,22604756,22620964
BIN3,chr8,-,22620417,22669148
EGR3,chr8,-,22687658,22693480
PEBP4,chr8,-,22713250,23000000
RHOBTB2,chr8,+,22987416,23020509
TNFRSF10B,chr8,-,23020132,23069031
ENSG00000284956,chr8,+,23084402,23115536
TNFRSF10C,chr8,+,23102920,23117445
TNFRSF10D,chr8,-,23135587,23164027
TNFRSF10A,chr8,-,23190451,23225102
CHMP7,chr8,+,23243636,23262000
R3HCC1,chr8,+,23270119,23296279
LOXL2,chr8,-,23296896,23425328
ENTPD4,chr8,-,23385782,23457695
SLC25A37,chr8,+,23528955,23575463
NKX3-1,chr8,-,23678696,23682938
NKX2-6,chr8,-,23701739,23706756
STC1,chr8,-,23841928,23854806
ADAM28,chr8,+,24294068,24359014
ADAMDEC1,chr8,+,24384284,24406013
ADAM7,chr8,+,24440929,24526970
NEFM,chr8,+,24913757,24919098
NEFL,chr8,-,24950954,24956721
DOCK5,chr8,+,25184688,25418082
GNRH1,chr8,-,25419257,25424654
KCTD9,chr8,-,25427846,25458476
CDCA2,chr8,+,25459198,25507911
EBF2,chr8,-,25841724,26045413
PPP2R2A,chr8,+,26291507,26372680
BNIP3L,chr8,+,26383053,26505636
PNMA2,chr8,-,26504700,26514092
DPYSL2,chr8,+,26514030,26658178
ADRA1A,chr8,-,26748149,26867278
STMN4,chr8,-,27235307,27258420
TRIM35,chr8,-,27284885,27311272
PTK2B,chr8,+,27311481,27459391
CHRNA2,chr8,-,27459755,27479883
EPHX2,chr8,+,27490780,27545564
CLU,chr8,-,27596916,27614700
SCARA3,chr8,+,27633867,27676776
CCDC25,chr8,-,27733315,27772653
ESCO2,chr8,+,27771948,27812640
PBK,chr8,-,27809623,27838082
SCARA5,chr8,-,27869882,27992673
NUGGC,chr8,-,28021963,28083936
ELP3,chr8,+,28089672,28191156
PNOC,chr8,+,28316985,28343355
ZNF395,chr8,-,28345589,28402701
FBXO16,chr8,-,28348286,28490278
FZD3,chr8,+,28494204,28574267
EXTL3,chr8,+,28600468,28756561
INTS9,chr8,-,28767660,28890242
HMBOX1,chr8,+,28890394,29064764
KIF13B,chr8,-,29067277,29263124
DUSP4,chr8,-,29333063,29350684
SARAF,chr8,-,30063002,30083208
LEPROTL1,chr8,+,30095407,30177208
MBOAT4,chr8,-,30131670,30144665
DCTN6,chr8,+,30156318,30183639
RBPMS,chr8,+,30384510,30572256
GTF2E2,chr8,-,30578317,30658236
SMIM18,chr8,+,30638579,30646064
GSR,chr8,-,30678065,30727846
UBXN8,chr8,+,30729130,30767006
PPP2CB,chr8,-,30774456,30814314
TEX15,chr8,-,30831543,30913008
PURG,chr8,-,30995801,31033715
WRN,chr8,+,31033787,31176138
NRG1,chr8,+,31639221,32855666
ENSG00000286131,chr8,+,32647201,32647390
FUT10,chr8,-,33370823,33473146
TTI2,chr8,-,33473385,33513185
MAK16,chr8,+,33485181,33501262
RNF122,chr8,-,33547753,33567128
DUSP26,chr8,-,33591329,33600023
UNC5D,chr8,+,35235474,35796550
KCNU1,chr8,+,36784323,36936125
ZNF703,chr8,+,37695781,37700019
ERLIN2,chr8,+,37736600,37758422
PLPBP,chr8,+,37762594,37779768
ADGRA2,chr8,+,37784190,37844896
BRF2,chr8,-,37843267,37849861
RAB11FIP1,chr8,-,37858617,37899497
GOT1L1,chr8,-,37934280,37940124
ENSG00000285880,chr8,-,37934339,37965953
ADRB3,chr8,-,37962989,37966599
EIF4EBP1,chr8,+,38030533,38060365
ASH2L,chr8,+,38105492,38144076
STAR,chr8,-,38142699,38150992
LSM1,chr8,-,38163334,38176730
BAG4,chr8,+,38176532,38213301
DDHD2,chr8,+,38225217,38275558
PLPP5,chr8,-,38263129,38269243
NSD3,chr8,-,38269703,38382272
LETM2,chr8,+,38386206,38409527
FGFR1,chr8,-,38400214,38468834
TACC1,chr8,+,38728185,38853028
PLEKHA2,chr8,+,38901234,38973912
HTRA4,chr8,+,38974227,38988663
TM2D2,chr8,-,38988807,38996824
ADAM9,chr8,+,38996753,39105445
ADAM32,chr8,+,39106989,39284917
ADAM18,chr8,+,39584488,39730065
ADAM2,chr8,-,39743734,39838227
IDO1,chr8,+,39902274,39928790
IDO2,chr8,+,39934613,40016392
TCIM,chr8,+,40153481,40155310
ZMAT4,chr8,-,40530589,40897833
SFRP1,chr8,-,41261961,41309473
GOLGA7,chr8,+,41488199,41511095
GINS4,chr8,+,41529217,41545030
GPAT4,chr8,+,41577186,41625001
NKX6-3,chr8,-,41645176,41650817
ANK1,chr8,-,41653219,41896762
KAT6A,chr8,-,41929478,42051994
AP3M2,chr8,+,42152945,42171673
PLAT,chr8,-,42174717,42207709
IKBKB,chr8,+,42271301,42332460
POLB,chr8,+,42338453,42371808
DKK4,chr8,-,42374062,42377229
VDAC3,chr8,+,42391623,42405937
SLC20A2,chr8,-,42416474,42541926
SMIM19,chr8,+,42541154,42555195
CHRNB3,chr8,+,42697365,42737407
CHRNA6,chr8,-,42752619,42796392
THAP1,chr8,-,42836673,42843325
RNF170,chr8,-,42849636,42897290
HOOK3,chr8,+,42896945,43030535
ENSG00000254673,chr8,+,43018423,43077334
FNTA,chr8,+,43034193,43085788
POMK,chr8,+,43093497,43131180
HGSNAT,chr8,+,43140463,43202855
SPIDR,chr8,+,47260877,47736306
CEBPD,chr8,-,47736912,47738164
PRKDC,chr8,-,47773110,47960178
MCM4,chr8,+,47960184,47978160
UBE2V2,chr8,+,48008414,48064708
EFCAB1,chr8,-,48710788,48735311
SNAI2,chr8,-,48917597,48921740
PPDPFL,chr8,+,49054310,49076093
SNTG1,chr8,+,49909788,50796692
PXDNL,chr8,-,51319576,51809445
PCMTD1,chr8,-,51817574,51899186
ST18,chr8,-,52110837,52460959
ALKAL1,chr8,-,52534036,52565430
RB1CC1,chr8,-,52622457,52745843
NPBWR1,chr8,+,52939181,52943734
OPRK1,chr8,-,53225723,53251637
ATP6V1H,chr8,-,53715542,53843558
RGS20,chr8,+,53851794,53959303
TCEA1,chr8,-,53966551,54022456
LYPLA1,chr8,-,54046366,54102017
MRPL15,chr8,+,54135240,54148514
SOX17,chr8,+,54457934,54460892
RP1,chr8,+,54509421,54871720
XKR4,chr8,+,55102027,55542054
TMEM68,chr8,-,55696423,55773407
TGS1,chr8,+,55773445,55826445
LYN,chr8,+,55879834,56014169
RPS20,chr8,-,56067253,56074510
MOS,chr8,-,56112941,56113982
PLAG1,chr8,-,56160908,56211324
CHCHD7,chr8,+,56211685,56218809
SDR16C5,chr8,-,56300004,56320776
PENK,chr8,-,56436673,56446671
BPNT2,chr8,-,56957930,56993867
FAM110B,chr8,+,57994522,58204279
UBXN2B,chr8,+,58411358,58451501
CYP7A1,chr8,-,58490177,58500163
SDCBP,chr8,+,58552923,58582859
NSMAF,chr8,-,58583507,58659853
TOX,chr8,-,58805411,59119147
CA8,chr8,-,60185411,60281400
RAB2A,chr8,+,60516935,60623644
CHD7,chr8,+,60678739,60868028
CLVS1,chr8,+,61057157,61501645
ASPH,chr8,-,61500555,61714640
NKAIN3,chr8,+,62248590,63014000
GGH,chr8,-,63014880,63039407
TTPA,chr8,-,63048552,63086053
YTHDF3,chr8,+,63168552,63212786
BHLHE22,chr8,+,64580364,64583627
CYP7B1,chr8,-,64587762,64798737
ARMC1,chr8,-,65602457,65634217
MTFR1,chr8,+,65644733,65771261
PDE7A,chr8,-,65714333,65842322
DNAJC5B,chr8,+,66021552,66101245
TRIM55,chr8,+,66126895,66175485
CRH,chr8,-,66176375,66178464
RRS1,chr8,+,66429013,66430733
ENSG00000285655,chr8,+,66430184,66445324
ENSG00000285791,chr8,+,66432485,66518524
ADHFE1,chr8,+,66432491,66468907
VXN,chr8,+,66493519,66518524
MYBL1,chr8,-,66562174,66614247
VCPIP1,chr8,-,66628486,66667231
C8orf44-SGK3,chr8,+,66667595,66860472
SGK3,chr8,+,66712733,66862022
MCMDC2,chr8,+,66870748,66922048
TCF24,chr8,-,66946500,66962591
PPP1R42,chr8,-,66964098,67056604
COPS5,chr8,-,67043078,67083783
CSPP1,chr8,+,67062416,67196778
ARFGEF1,chr8,-,67173510,67343781
CPA6,chr8,-,67422037,67746378
PREX2,chr8,+,67952045,68237032
C8orf34,chr8,+,68330954,68819023
SULF1,chr8,+,69466623,69660915
SLCO5A1,chr8,-,69667045,69834978
PRDM14,chr8,-,70051650,70071693
NCOA2,chr8,-,70109781,70403808
TRAM1,chr8,-,70573217,70608416
LACTB2,chr8,-,70635317,70669185
XKR9,chr8,+,70669338,70790371
EYA1,chr8,-,71197432,71592025
MSC,chr8,-,71841559,71844412
TRPA1,chr8,-,72019916,72075584
KCNB2,chr8,+,72537224,72938349
TERF1,chr8,+,73008855,73048123
SBSPON,chr8,-,73064542,73124088
C8orf89,chr8,-,73241330,73259530
RPL7,chr8,-,73290241,73295789
RDH10,chr8,+,73294601,73325281
STAU2,chr8,-,73420368,73747708
ENSG00000258677,chr8,-,73688690,73878854
UBE2W,chr8,-,73780096,73878910
ELOC,chr8,-,73939168,73972307
TMEM70,chr8,+,73972436,73982783
LY96,chr8,+,73991391,74029079
JPH1,chr8,-,74234699,74321540
GDAP1,chr8,+,74320612,74518007
PI15,chr8,+,74824533,74855029
CRISPLD1,chr8,+,74984504,75034558
HNF4G,chr8,+,75407913,75566834
ZFHX4,chr8,+,76681238,76867281
PEX2,chr8,-,76980257,77001044
PKIA,chr8,+,78516339,78605267
ZC2HC1A,chr8,+,78666088,78719765
IL7,chr8,-,78675742,78805523
STMN2,chr8,+,79611116,79666158
HEY1,chr8,-,79762370,79767857
MRPS28,chr8,-,79918716,80030289
ENSG00000276418,chr8,-,79918859,80080775
TPD52,chr8,-,80034744,80231232
ZBTB10,chr8,+,80485618,80526265
ZNF704,chr8,-,80628450,80874781
PAG1,chr8,-,80967809,81112068
FABP5,chr8,+,81280535,81284777
PMP2,chr8,-,81440325,81447439
FABP9,chr8,-,81458252,81461579
FABP4,chr8,-,81478418,81483236
FABP12,chr8,-,81524980,81590139
IMPA1,chr8,-,81656913,81686331
SLC10A5,chr8,-,81693630,81695058
ZFAND1,chr8,-,81701333,81732903
CHMP4C,chr8,+,81732447,81759515
SNX16,chr8,-,81799580,81842866
RALYL,chr8,+,84182786,84921844
LRRCC1,chr8,+,85107214,85146080
E2F5,chr8,+,85177153,85217158
RBIS,chr8,-,85214047,85220421
CA13,chr8,+,85220586,85284073
CA1,chr8,-,85327607,85379014
CA3,chr8,+,85373435,85449040
CA2,chr8,+,85463967,85481493
ATP6V0D2,chr8,+,85987322,86154225
PSKH2,chr8,-,86047108,86088621
SLC7A13,chr8,-,86214062,86321146
WWP1,chr8,+,86342546,86478420
RMDN1,chr8,-,86468256,86514357
CPNE3,chr8,+,86514434,86561498
CNGB3,chr8,-,86553976,86743675
CNBD1,chr8,+,86866414,87615219
DCAF4L2,chr8,-,87870746,87874015
MMP16,chr8,-,88032010,88328025
RIPK2,chr8,+,89757805,89791064
OSGIN2,chr8,+,89901848,89927888
NBN,chr8,-,89933330,90003228
DECR1,chr8,+,90001404,90053633
CALB1,chr8,-,90058607,90095475
TMEM64,chr8,-,90621994,90791632
NECAB1,chr8,+,90791740,90959393
C8orf88,chr8,-,90958470,90985238
PIP4P2,chr8,-,90993801,91040872
OTUD6B,chr8,+,91070195,91087095
LRRC69,chr8,+,91101831,91219236
SLC26A7,chr8,+,91209493,91398155
RUNX1T1,chr8,-,91954966,92103286
TRIQK,chr8,-,92883531,93017673
CIBAR1,chr8,+,93698560,93731527
RBM12B,chr8,-,93728154,93741017
TMEM67,chr8,+,93754843,93819234
PDP1,chr8,+,93857806,93926068
CDH17,chr8,-,94127161,94217303
GEM,chr8,-,94249252,94262350
RAD54B,chr8,-,94371959,94475115
FSBP,chr8,-,94378376,94436952
VIRMA,chr8,-,94487688,94553529
ESRP1,chr8,+,94641073,94707466
DPY19L4,chr8,+,94719702,94793836
INTS8,chr8,+,94813310,94881746
CCNE2,chr8,-,94879769,94896678
NDUFAF6,chr8,+,94895766,95116455
TP53INP1,chr8,-,94925971,94949378
PLEKHF2,chr8,+,95133784,95156685
CFAP418,chr8,-,95244912,95269201
GDF6,chr8,-,96142332,96160806
UQCRB,chr8,-,96222946,96235546
MTERF3,chr8,-,96239397,96261610
PTDSS1,chr8,+,96261901,96336995
SDC2,chr8,+,96493812,96611790
CPQ,chr8,+,96645241,97149654
TSPYL5,chr8,-,97273487,97277928
MTDH,chr8,+,97644183,97730260
LAPTM4B,chr8,+,97775056,97853013
MATN2,chr8,+,97868839,98036724
RPL30,chr8,-,98024850,98046469
ERICH5,chr8,+,98064521,98093610
RIDA,chr8,-,98102343,98117171
POP1,chr8,+,98117292,98159835
NIPAL2,chr8,-,98189825,98294393
STK3,chr8,-,98371227,98942827
KCNS2,chr8,+,98426957,98432853
OSR2,chr8,+,98944402,98952104
VPS13B,chr8,+,99013265,99877580
COX6C,chr8,-,99873199,99893707
RGS22,chr8,-,99960935,100131268
FBXO43,chr8,-,100133350,100145817
POLR2K,chr8,+,100150622,100154003
SPAG1,chr8,+,100157905,100259278
RNF19A,chr8,-,100257059,100336218
ANKRD46,chr8,-,100509751,100559784
SNX31,chr8,-,100572888,100663415
PABPC1,chr8,-,100685815,100722809
YWHAZ,chr8,-,100916522,100953388
ZNF706,chr8,-,101177877,101206193
GRHL2,chr8,+,101492438,101669726
NCALD,chr8,-,101686541,102124907
RRM2B,chr8,-,102204501,102238961
UBR5,chr8,-,102252272,102412759
ODF1,chr8,+,102551588,102561018
KLF10,chr8,-,102648783,102655725
AZIN1,chr8,-,102826110,102893864
ATP6V1C1,chr8,+,103021062,103073051
BAALC,chr8,+,103140712,103230305
FZD6,chr8,+,103298432,103332866
CTHRC1,chr8,+,103371537,103382989
SLC25A32,chr8,-,103398634,103415189
ENSG00000285982,chr8,-,103398657,103501895
DCAF13,chr8,+,103414713,103443453
RIMS2,chr8,+,103500609,104254430
DPYS,chr8,-,104330323,104467055
DCSTAMP,chr8,+,104339086,104356689
LRP12,chr8,-,104489230,104589258
ZFPM2,chr8,+,104590732,105804539
OXR1,chr8,+,106270143,106752694
ABRA,chr8,-,106759482,106770244
ANGPT1,chr8,-,107249481,107498055
RSPO2,chr8,-,107899315,108083642
EIF3E,chr8,-,108162786,108443496
EMC2,chr8,+,108443600,108489196
TMEM74,chr8,-,108606849,108787594
TRHR,chr8,+,109086584,109121565
NUDCD1,chr8,-,109240918,109334121
ENY2,chr8,+,109334323,109345954
PKHD1L1,chr8,+,109362460,109537207
EBAG9,chr8,+,109539710,109565996
SYBU,chr8,-,109573977,109691791
KCNV1,chr8,-,109963635,109975771
CSMD3,chr8,-,112222927,113436939
TRPS1,chr8,-,115408495,115809673
EIF3H,chr8,-,116642129,116766925
UTP23,chr8,+,116766504,116849463
RAD21,chr8,-,116845933,116874776
AARD,chr8,+,116938206,116944487
SLC30A8,chr8,+,116950272,117176714
MED30,chr8,+,117520712,117540262
EXT1,chr8,-,117794489,118111826
SAMD12,chr8,-,118189454,118622112
TNFRSF11B,chr8,-,118923556,118951885
COLEC10,chr8,+,118995451,119108455
MAL2,chr8,+,119165033,119245673
CCN3,chr8,+,119416445,119424434
ENPP2,chr8,-,119557085,119673453
TAF2,chr8,-,119730773,119832863
DSCC1,chr8,-,119833975,119855894
DEPTOR,chr8,+,119873716,120050918
COL14A1,chr8,+,120059779,120373573
MRPL13,chr8,-,120380760,120445402
MTBP,chr8,+,120445399,120542133
SNTB1,chr8,-,120535744,120813273
HAS2,chr8,-,121612115,121641440
ZHX2,chr8,+,122781654,122974510
DERL1,chr8,-,123013169,123042302
TBC1D31,chr8,+,123041967,123152153
FAM83A,chr8,+,123178959,123210079
C8orf76,chr8,-,123219966,123241377
ZHX1-C8orf76,chr8,-,123226188,123274284
ZHX1,chr8,-,123248450,123275541
ATAD2,chr8,-,123319849,123416350
NTAQ1,chr8,+,123416725,123470028
FBXO32,chr8,-,123497888,123541206
KLHL38,chr8,-,123644441,123653801
ANXA13,chr8,-,123680793,123737402
FAM91A1,chr8,+,123768438,123815452
FER1L6,chr8,+,123851986,124120061
TMEM65,chr8,-,124306188,124372701
TRMT12,chr8,+,124450819,124462150
RNF139,chr8,+,124474879,124488618
TATDN1,chr8,-,124488484,124539458
NDUFB9,chr8,+,124539100,124580648
MTSS1,chr8,-,124550783,124728473
ZNF572,chr8,+,124973294,124979389
SQLE,chr8,+,124998496,125022283
WASHC5,chr8,-,125024259,125091819
NSMCE2,chr8,+,125091678,125367120
TRIB1,chr8,+,125430357,125438403
LRATD2,chr8,-,126552442,126558478
POU5F1B,chr8,+,127322182,127420066
MYC,chr8,+,127735433,127742951
GSDMC,chr8,-,129748195,129786624
CYRIB,chr8,-,129839592,130017129
ASAP1,chr8,-,130052103,130443674
ADCY8,chr8,-,130780300,131040909
EFR3A,chr8,+,131904092,132013642
OC90,chr8,-,132024215,132059382
ENSG00000258417,chr8,-,132024237,132085655
HHLA1,chr8,-,132061479,132111159
KCNQ3,chr8,-,132120858,132481095
DNAAF11,chr8,-,132570415,132675592
TMEM71,chr8,-,132685006,132760712
PHF20L1,chr8,+,132775357,132848807
TG,chr8,+,132866957,133134903
SLA,chr8,-,133036727,133102912
CCN4,chr8,+,133191038,133231690
NDRG1,chr8,-,133237174,133302022
ST3GAL1,chr8,-,133454847,133571940
ZFAT,chr8,-,134477787,134713049
KHDRBS3,chr8,+,135457455,135656722
FAM135B,chr8,-,138130022,138497261
COL22A1,chr8,-,138588234,138914041
KCNK9,chr8,-,139600837,139704109
TRAPPC9,chr8,-,139727724,140458579
CHRAC1,chr8,+,140511310,140517154
AGO2,chr8,-,140520155,140635633
PTK2,chr8,-,140657899,141002216
DENND3,chr8,+,141117277,141195808
SLC45A4,chr8,-,141207165,141308305
GPR20,chr8,-,141356469,141367286
PTP4A3,chr8,+,141391994,141432454
ENSG00000226490,chr8,+,141514637,141518737
TSNARE1,chr8,-,142212079,142403182
ADGRB1,chr8,+,142449429,142545009
ARC,chr8,-,142611048,142614479
JRK,chr8,-,142657459,142681968
PSCA,chr8,+,142670307,142682725
LY6K,chr8,+,142700110,142705127
THEM6,chr8,+,142727222,142736927
SLURP1,chr8,-,142740948,142742406
LYPD2,chr8,-,142750149,142752532
LYNX1-SLURP2,chr8,-,142764333,142778224
SLURP2,chr8,-,142764337,142769828
LYNX1,chr8,-,142771196,142777810
LY6D,chr8,-,142784881,142786539
GML,chr8,+,142834246,142916506
CYP11B1,chr8,-,142872355,142879846
CYP11B2,chr8,-,142910558,142917843
LY6E,chr8,+,143017981,143023832
LY6L,chr8,+,143080629,143083486
LY6H,chr8,-,143157913,143160711
GPIHBP1,chr8,+,143213217,143217170
ZFP41,chr8,+,143246820,143262705
ENSG00000264668,chr8,+,143247109,143276403
GLI4,chr8,+,143267432,143276931
ZNF696,chr8,+,143289675,143299952
TOP1MT,chr8,-,143304383,143359979
RHPN1,chr8,+,143368875,143384221
MAFA,chr8,-,143419181,143430732
ZC3H3,chr8,-,143437658,143541447
GSDMD,chr8,+,143553206,143563062
MROH6,chr8,-,143566191,143572772
NAPRT,chr8,-,143574784,143578649
EEF1D,chr8,-,143579696,143599541
TIGD5,chr8,+,143597830,143603224
PYCR3,chr8,-,143603209,143609773
GFUS,chr8,-,143612617,143618048
ZNF623,chr8,+,143636018,143656418
ZNF707,chr8,+,143684451,143713898
CCDC166,chr8,-,143706693,143708109
MAPK15,chr8,+,143716339,143722458
FAM83H,chr8,-,143723932,143738234
IQANK1,chr8,+,143734138,143790645
SCRIB,chr8,-,143790919,143815773
PUF60,chr8,-,143816343,143829352
NRBP2,chr8,-,143833582,143840973
EPPK1,chr8,-,143857323,143878467
PLEC,chr8,-,143915152,143976734
PARP10,chr8,-,143977152,144012772
GRINA,chr8,+,143990055,143993415
SPATC1,chr8,+,144012279,144047114
OPLAH,chr8,-,144051265,144063965
EXOSC4,chr8,+,144078647,144080648
GPAA1,chr8,+,144082589,144086216
CYC1,chr8,+,144095038,144097525
SHARPIN,chr8,-,144098632,144108124
MAF1,chr8,+,144104460,144107611
WDR97,chr8,+,144107725,144118328
HGH1,chr8,+,144137773,144140851
MROH1,chr8,+,144148015,144261927
BOP1,chr8,-,144262044,144291438
SCX,chr8,+,144266452,144268481
HSF1,chr8,+,144291590,144314720
DGAT1,chr8,-,144314583,144326910
SCRT1,chr8,-,144330564,144336482
SLC52A2,chr8,+,144333956,144361286
TMEM249,chr8,-,144352218,144354954
ENSG00000271698,chr8,-,144353227,144355609
FBXL6,chr8,-,144355430,144359376
ADCK5,chr8,+,144373100,144393242
CPSF1,chr8,-,144393228,144409335
SLC39A4,chr8,-,144409741,144416844
VPS28,chr8,-,144423600,144428563
TONSL,chr8,-,144428774,144444440
CYHR1,chr8,-,144449581,144465667
KIFC2,chr8,+,144466042,144474202
FOXH1,chr8,-,144473411,144475849
PPP1R16A,chr8,+,144477968,144502121
GPT,chr8,+,144502972,144507174
MFSD3,chr8,+,144509069,144511213
RECQL4,chr8,-,144511287,144517845
LRRC14,chr8,+,144517991,144525172
LRRC24,chr8,-,144522387,144527033
C8orf82,chr8,-,144525732,144529132
ARHGAP39,chr8,-,144529178,144685846
ZNF251,chr8,-,144720906,144756417
ZNF34,chr8,-,144772223,144787345
RPL8,chr8,-,144789764,144792587
ZNF517,chr8,+,144798875,144811169
ZNF7,chr8,+,144827517,144847509
COMMD5,chr8,-,144841041,144853736
ZNF250,chr8,-,144876496,144902168
ZNF16,chr8,-,144930357,144950888
C8orf33,chr8,+,145052464,145066685
WASHC1,chr9,-,14474,73865
FOXD4,chr9,-,116230,118417
CBWD1,chr9,-,120836,179147
DOCK8,chr9,+,214853,465259
KANK1,chr9,+,470290,746105
DMRT1,chr9,+,841689,969090
DMRT3,chr9,+,976654,991732
DMRT2,chr9,+,1049857,1057552
SMARCA2,chr9,+,1980289,2193624
VLDLR,chr9,+,2621181,2660056
KCNV2,chr9,+,2717509,2730037
PUM3,chr9,-,2720468,2844095
RFX3,chr9,-,3218296,3526004
GLIS3,chr9,-,3824126,4348392
SLC1A1,chr9,+,4490467,4587469
SPATA6L,chr9,-,4553385,4666674
PLPP6,chr9,+,4662293,4665258
CDC37L1,chr9,+,4679558,4708399
AK3,chr9,-,4709555,4742043
RCL1,chr9,+,4792943,4885917
JAK2,chr9,+,4984389,5129948
INSL6,chr9,-,5123879,5185647
INSL4,chr9,+,5231418,5235304
RLN2,chr9,-,5299863,5304716
RLN1,chr9,-,5334929,5339876
PLGRKT,chr9,-,5357970,5437925
CD274,chr9,+,5450502,5470566
PDCD1LG2,chr9,+,5510530,5571282
RIC1,chr9,+,5629024,5776557
ERMP1,chr9,-,5749831,5879537
KIAA2026,chr9,-,5881595,6008482
