,length,mean [acc],"('lssi', 'full') [acc]","('spliceai-400', 'full') [acc]","('spliceai-10k', 'full') [acc]","('spliceai-400', 'wbl') [acc]","('spliceai-10k', 'wbl') [acc]","('spliceai-400', 'tos') [acc]","('spliceai-10k', 'tos') [acc]","('AM', 'full') [acc]","('FM', 'full') [acc]","('AM', 'wbl') [acc]","('FM', 'wbl') [acc]","('AM', 'tos') [acc]","('FM', 'tos') [acc]",mean [mean score],"('lssi', 'full') [mean score]","('spliceai-400', 'full') [mean score]","('spliceai-10k', 'full') [mean score]","('spliceai-400', 'wbl') [mean score]","('spliceai-10k', 'wbl') [mean score]","('spliceai-400', 'tos') [mean score]","('spliceai-10k', 'tos') [mean score]","('AM', 'full') [mean score]","('FM', 'full') [mean score]","('AM', 'wbl') [mean score]","('FM', 'wbl') [mean score]","('AM', 'tos') [mean score]","('FM', 'tos') [mean score]"
CENPP,295050,0.6428571428571429,0.2857142857142857,1.0,1.0,1.0,1.0,0.35714285714285715,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.35714285714285715,0.35714285714285715,1.652914624159767,0.7260181884046648,4.506224088880419,3.628906631712845,1.776832294398483,1.5761883047126604,0.4673166479081023,1.1866972514761849,2.056995011889756,1.2988888652517385,1.8269997807707359,1.112576402146507,0.7279055153207967,0.596341131204077
PTPDC1,25424,0.6057692307692307,0.125,0.75,0.875,0.6875,0.8125,0.6875,0.625,0.75,0.625,0.5625,0.625,0.5625,0.1875,1.4719232010585779,0.6342794677301316,2.865324876608507,3.1990726637550795,1.204559068664126,1.3439465009619358,0.807922032517727,1.7354017174127925,1.9585943993356758,1.516354857659894,1.4495720854222027,1.0897089149619275,1.054448574290242,0.2758164544412726
FANCC,218649,0.7664835164835165,0.2857142857142857,1.0,1.0,0.9285714285714286,0.9642857142857143,0.6071428571428571,0.6428571428571429,0.8571428571428571,0.6785714285714286,0.7142857142857143,0.7857142857142857,0.75,0.75,1.8425892442063219,0.863216317877826,4.259301599936802,3.604119326019016,1.647659456255417,1.541334482951985,0.7444083849202568,1.7692985619848238,2.20527343799302,1.630961354166756,2.028365488159368,1.3144077838850536,1.3781033093531803,0.9672106711786839
CCDC180,69275,0.7489316239316239,0.2638888888888889,0.9027777777777778,1.0,0.8888888888888888,0.9444444444444444,0.6388888888888888,0.6666666666666666,0.8333333333333334,0.7638888888888888,0.8055555555555556,0.6527777777777778,0.75,0.625,1.8167917779895324,0.7411679149661438,3.8827477074544277,3.4802932040849,1.6063028721104677,1.52570624343269,0.8208937133032965,1.8796977825940837,2.306780701389328,1.7101284029360895,2.2258847148696663,1.2133362341424483,1.3787651960953804,0.8465884264849939
NCBP1,40123,0.6118881118881119,0.22727272727272727,0.9318181818181818,0.9318181818181818,0.8409090909090909,0.9318181818181818,0.4318181818181818,0.5681818181818182,0.8636363636363636,0.5227272727272727,0.5454545454545454,0.5454545454545454,0.38636363636363635,0.22727272727272727,1.51996733684777,0.6317959999303489,3.8265123074522105,3.38731211628874,1.5104013866318071,1.4951901255322062,0.5599109958072862,1.5729303326114121,2.3255161890060596,1.180779308763352,1.3741991157729645,0.8965535722434215,0.6902509156600944,0.3082230133211053
FKTN,78109,0.5615384615384615,0.25,0.75,0.9,0.65,0.75,0.55,0.55,0.7,0.55,0.55,0.5,0.4,0.2,1.3966729561763294,0.6508980758963526,3.181457939151204,3.1579604254257108,1.2081727927824333,1.2682792044564113,0.684473440762762,1.5872330063355367,1.918855463915922,1.1351624274740544,1.354337740788915,0.9730597581802204,0.7905789241443301,0.24627923097843177
IKBKAP,66600,0.605769230769231,0.2916666666666667,0.8611111111111112,0.9166666666666666,0.8333333333333334,0.9027777777777778,0.5277777777777778,0.4861111111111111,0.7083333333333334,0.6111111111111112,0.6388888888888888,0.5138888888888888,0.3888888888888889,0.19444444444444445,1.507744745340349,0.7298700914795112,3.5627274840982497,3.3272940375243008,1.4810834776962372,1.459335846162063,0.6642663105490055,1.3146903428474657,1.85713220797147,1.381584484703182,1.7078714748874764,1.0373957113432393,0.7437677822782209,0.3336624378841131
TMEM245,104794,0.5791855203619909,0.20588235294117646,0.7647058823529411,0.7941176470588235,0.5588235294117647,0.8235294117647058,0.47058823529411764,0.5,0.6764705882352942,0.6176470588235294,0.5588235294117647,0.5882352941176471,0.5,0.47058823529411764,1.3864402800849074,0.6323913908660974,3.090987868212553,2.846686565252601,1.0545107655176489,1.3478861972153249,0.5683585986155119,1.3181731058993538,1.7812159977056785,1.3590424710234288,1.4777230579549518,0.9514621220128638,0.9631257169071961,0.6321597839205847
KIAA0368,124053,0.6376923076923078,0.2,0.9,0.9,0.77,0.89,0.44,0.54,0.83,0.72,0.62,0.64,0.44,0.4,1.557667776594781,0.553783007086692,3.7217350069164543,3.2231284860749425,1.3986390158797264,1.420312559187157,0.5665106481853559,1.414869453364743,2.2033931756089435,1.6549097198191367,1.5493616220500075,1.189462144643534,0.8287418977035143,0.5248343592119423
UGCG,38604,0.7451923076923077,0.375,0.9375,1.0,0.8125,1.0,0.5,0.5625,1.0,0.8125,0.5625,0.8125,0.625,0.6875,1.836590109009874,0.8799582194080053,4.376828280814111,3.6239509396277376,1.4799120828468215,1.5857869107095155,0.6464290998621198,1.589055449141773,2.6929628697825962,2.024661993934476,1.4554871755571857,1.4725170437109825,1.166638033919761,0.8814833178132775
SUSD1,134624,0.6442307692307693,0.25,0.9375,1.0,0.78125,0.875,0.53125,0.5625,0.8125,0.59375,0.71875,0.5625,0.40625,0.34375,1.5474797599702206,0.6535325525975884,3.5415046359717013,3.435614510263991,1.4925791601477925,1.4725761558087567,0.6764046517083424,1.5379374675074156,1.9096646578780212,1.4537010992087254,1.6303620013085884,1.0789822442155472,0.7945946086799398,0.4397831343164615
HSDL2,92474,0.7461538461538461,0.35,0.95,1.0,0.9,1.0,0.6,0.7,0.9,0.8,0.7,0.9,0.45,0.45,1.8464820832398687,0.7984981762981604,4.191285350209279,3.4279919423021155,1.6354773214187621,1.5832923462492212,0.842109222603232,1.8711956202870694,2.5491477902762596,2.048212011277687,2.0718465272347872,1.5368102224257862,0.886315999476189,0.5620845520597493
INIP,34311,0.4519230769230769,0.25,0.875,1.0,0.75,0.75,0.5,0.375,0.625,0.125,0.0,0.125,0.375,0.125,1.2079742318054243,0.555594970211604,3.6921962082956723,3.1898805043157727,1.3191225845484125,1.2365788129700181,0.621517102500476,1.0562307813578555,1.8147034760052154,0.42757334345537007,0.40630223056430653,0.6188445658198898,0.5957797351760389,0.16934069824988493
ZNF618,180310,0.8224852071005915,0.5384615384615384,0.9230769230769231,0.9230769230769231,0.8846153846153846,0.9230769230769231,0.8461538461538461,0.8076923076923077,0.8461538461538461,0.8076923076923077,0.8461538461538461,0.7307692307692307,0.9230769230769231,0.6923076923076923,1.9808091385684876,1.2404992408488513,4.121544528506767,3.256239874391288,1.6288944789149156,1.5033405630406025,0.9937933166651237,2.1170626421379,2.317692076784356,1.9303433299867434,2.618549900149493,1.3675057034284175,1.6988474598389536,0.9562056866969264
DEC1,260827,0.5769230769230769,0.21428571428571427,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7857142857142857,0.5,0.6428571428571429,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.5714285714285714,0.5,0.42857142857142855,1.3093877214988072,0.6216744223232812,2.2827113784850135,1.9277552793651065,1.2140111417198358,1.2106017461531817,0.6431423212099074,1.6440258821379443,1.6375083771035812,1.4777425277629104,1.7307212516517623,1.1817402199810554,0.8900295668661488,0.5603762647247676
MEGF9,113658,0.8076923076923078,0.5,0.9,1.0,0.8,1.0,0.7,0.8,0.9,0.8,1.0,0.8,0.8,0.5,1.9836987142674547,1.0291046401956954,4.032684508224445,3.518233053371749,1.5571784758495244,1.5918860157860693,0.9121309247087719,2.2475335841087407,2.6171168820283226,1.8818375749938592,2.822808873984881,1.3778180405086715,1.55483837484895,0.6449123368672309
PSMD5,26932,0.6153846153846154,0.2222222222222222,0.8333333333333334,1.0,0.7222222222222222,0.8888888888888888,0.5555555555555556,0.6111111111111112,0.6111111111111112,0.5,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.2777777777777778,1.604426491206504,0.6980588592079724,3.9535109318754666,3.5581918955402774,1.3657536858962425,1.3951803903387887,0.7122558925654547,1.7702021647422697,1.7037462114217963,1.3598231107717986,1.759135104232569,1.105026445981432,1.024622596408024,0.4520370967024573
NDUFA8,15762,0.8717948717948718,0.16666666666666666,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0,2.100412085063967,0.8637955618194781,4.457365966886299,3.6631806710545654,1.532855747701201,1.5965452558746949,0.976498647212677,2.253606296892976,2.792090391762688,2.1349725848480006,2.7731265992757614,1.3286940308619204,1.6551518372883376,1.2774735143529672
MRRF,66688,0.7435897435897437,0.25,1.0,1.0,1.0,1.0,0.8333333333333334,0.75,0.9166666666666666,0.6666666666666666,0.8333333333333334,0.5833333333333334,0.5833333333333334,0.25,1.8183350088392698,0.6766672155214533,4.393081947999066,3.5667641440098037,1.7643849156511242,1.595730968848197,1.0253585370923024,2.037136938679185,2.4827848346707495,1.4438647700520277,2.261651209279399,0.9852165966937365,1.0647295002812378,0.34098353613222515
GOLGA1,62743,0.7062937062937062,0.29545454545454547,0.8636363636363636,1.0,0.75,0.9772727272727273,0.5909090909090909,0.5454545454545454,0.8181818181818182,0.7727272727272727,0.6818181818181818,0.7272727272727273,0.7272727272727273,0.4318181818181818,1.6915795268315417,0.6824771819469674,3.715741153195894,3.50329465180283,1.3468837850844126,1.5345370053335161,0.7528330707705777,1.4093168763292812,2.195073980442171,1.7294797370531543,2.0217881169081022,1.189400671262702,1.300055429194466,0.6096521894859674
SCAI,200889,0.7398190045248868,0.3235294117647059,1.0,1.0,1.0,1.0,0.5588235294117647,0.6470588235294118,0.8529411764705882,0.7647058823529411,0.7058823529411765,0.7941176470588235,0.6176470588235294,0.35294117647058826,1.83024728086421,0.7853463919613397,4.3902936514803645,3.6378954310597162,1.8086128007549174,1.591418166712498,0.7044939692913317,1.8275273477243361,2.289902501501025,1.8369908182285957,1.901854443372746,1.4537748037230156,1.0678732424595985,0.49723108296524976
MAPKAP1,235250,0.8615384615384616,0.35,1.0,1.0,1.0,1.0,0.6,0.85,1.0,0.95,1.0,0.9,0.75,0.8,2.135822686651779,0.968609603908129,4.5176426083153824,3.6005779275987875,1.731004246427064,1.5924220951074224,0.7727865882111005,2.411867542618839,2.8206139457650607,2.275665706897728,2.840879009604537,1.6862308455782955,1.4887496957124184,1.058645110728375
CIZ1,25517,0.7019230769230769,0.34375,0.8125,0.90625,0.84375,0.90625,0.5625,0.6875,0.75,0.75,0.5625,0.71875,0.71875,0.5625,1.6391833761619579,0.827713810773374,3.2636613601948823,3.075160524160896,1.5033325972699187,1.431520445803438,0.7362196014358074,1.8527304880978515,1.9715590349597334,1.60150641965815,1.668786552916925,1.2551046942522963,1.3586427673610197,0.7634455932211616
C9orf50,8552,0.5705128205128205,0.16666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5,0.6666666666666666,0.5833333333333334,0.5,1.3635712100446529,0.5968677878418056,2.4797792312358706,2.098677961309983,1.1440605556464059,1.0796146933135211,0.6483284838941267,1.7016208517886147,1.7328783358424291,1.545852611977997,1.708020674297777,1.2367322978358595,1.066343957071494,0.6876482885246018
NUP214,109110,0.7186813186813187,0.2857142857142857,0.9428571428571428,0.9857142857142858,0.8714285714285714,0.9571428571428572,0.6714285714285714,0.5571428571428572,0.9571428571428572,0.7285714285714285,0.7,0.6571428571428571,0.7,0.32857142857142857,1.7362794168495834,0.7400904674448533,3.976478088415786,3.5775143317795206,1.5467253201899673,1.529636599969575,0.8187823009629929,1.4893668729915566,2.4329921925694,1.6299287896055925,1.8263305258778786,1.2167730834233739,1.2981732645911104,0.48884058122298096
MED27,219802,0.9010989010989012,0.42857142857142855,1.0,1.0,0.9285714285714286,1.0,0.9285714285714286,1.0,1.0,0.9285714285714286,1.0,1.0,0.7142857142857143,0.7857142857142857,2.1904585028157664,0.9970717929033919,4.732312428320952,3.639994733901612,1.70694874678564,1.590956837078766,1.0888710151647885,2.8082020829083314,2.7210759895424994,2.1503538659746217,2.864708333159712,1.7349273174169444,1.3578489351532341,1.082688458294472
CFAP77,163094,0.8076923076923077,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.6666666666666666,1.9847723324148494,1.3013304216498114,3.9764443239336345,3.0569782720626137,1.6069738656900494,1.3310404090537364,0.9770918815162292,2.3401683449557673,2.392371956244012,2.105379004533146,2.5631798308283145,1.3712073209189584,1.8461067957917987,0.9337678942149722
DDX31,77405,0.617408906882591,0.2894736842105263,0.9210526315789473,1.0,0.8157894736842105,0.8947368421052632,0.5263157894736842,0.42105263157894735,0.6842105263157895,0.42105263157894735,0.6842105263157895,0.6052631578947368,0.3684210526315789,0.39473684210526316,1.528931044827454,0.7795231425951221,3.9940265909730273,3.400432384361602,1.477713030767918,1.4221745890321984,0.7138958705467636,1.0956600896946151,1.7981120671898803,1.0505335154192947,1.7306365231471432,1.070798595364304,0.7680805311896671,0.5745166524753638
TSC1,53274,0.6783216783216783,0.13636363636363635,0.9090909090909091,0.9318181818181818,0.8863636363636364,0.9090909090909091,0.6363636363636364,0.75,0.8863636363636364,0.5454545454545454,0.6363636363636364,0.5227272727272727,0.6136363636363636,0.45454545454545453,1.6631859733917596,0.552500061404196,3.8599469146394827,3.302627402052012,1.5752223469464333,1.4498853312559985,0.7635028421320349,2.1459566148395948,2.233618306834545,1.2319996739449843,1.6592475793823391,0.9965873906554321,1.1716724284323332,0.6786507615734885
GTF3C5,27815,0.7999999999999999,0.4,1.0,1.0,0.95,1.0,0.7,0.85,0.95,0.75,0.85,0.7,0.75,0.5,1.9941973596562883,1.005850892274347,4.374906491777971,3.6363061545054167,1.665715123218725,1.5965142623342286,0.9110465659303493,2.385678402381296,2.608238591885976,1.7058647789523682,2.7106220901259563,1.223476231342594,1.4455894917255478,0.6547565990769711
RABL6,33227,0.7912087912087913,0.42857142857142855,0.9285714285714286,1.0,0.9642857142857143,0.9642857142857143,0.75,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.8928571428571429,0.7142857142857143,0.6785714285714286,0.6785714285714286,1.8805716390528486,1.023363124650873,3.841288860987114,3.557949729098844,1.6681243220929076,1.5155425077409301,0.8780266919718253,1.9665218383210115,2.350025596891078,1.6358737382434396,2.483830582588554,1.2832678445098096,1.3043839245509474,0.939232546039702
RNF208,1335,0.4230769230769231,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.88815762980094,0.6804459063594289,1.9578966785727434,0.7053265271450785,0.9413475255954417,0.7237790768372726,0.5850477547511864,0.9753990268172146,0.5718861389889572,0.4690277652873569,1.6787418086702282,0.7468447394721098,0.8425394950479912,0.6677667438672128
EXD3,116358,0.8058608058608056,0.5714285714285714,0.9761904761904762,1.0,0.8809523809523809,0.9523809523809523,0.7619047619047619,0.8095238095238095,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.6904761904761905,0.7142857142857143,0.5714285714285714,1.9230334756035725,1.294034986644363,4.005482631930436,3.478697569881923,1.59101144934539,1.507808071071884,0.9237889663314762,2.2185772052479273,2.1970967045590255,1.815797048881196,2.519557894431637,1.3482877188096718,1.2938673862339225,0.8054275494775868
WASH1,15219,0.6499999999999999,0.25,0.85,0.95,0.8,0.9,0.7,0.65,0.65,0.7,0.4,0.45,0.7,0.45,1.5686300850245263,0.7247747148643343,3.454753124246325,3.282740319844976,1.4298767195960989,1.3999124293330814,0.8408031976003174,1.874034269564779,1.783558762013405,1.5538973262016946,1.2673352022100226,0.895273258133229,1.2751004194426838,0.6101313622678944
PUM3,40078,0.6809954751131222,0.17647058823529413,1.0,1.0,0.8529411764705882,1.0,0.4411764705882353,0.5294117647058824,0.8823529411764706,0.7352941176470589,0.6470588235294118,0.6470588235294118,0.6176470588235294,0.3235294117647059,1.683134383163394,0.5639096705263364,4.251608093644854,3.6022217135942936,1.4985400930707433,1.5874500760217256,0.5736557920411842,1.4877589433832896,2.330510684728157,1.638928108492307,1.6303552251191389,1.14771464818661,1.0877615626551767,0.48033236966030374
AL161450.1,7418,0.019230769230769232,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05089065657403494,0.002447765685336725,0.015464378035993792,0.1302074265079574,0.009505607686681244,0.3257046405968645,3.4632929487090306e-05,5.4321232171779906e-05,0.031011577895048718,0.008945984619186506,0.09522265466595713,0.04296781387172873,1.020303216505294e-05,1.5287038754344422e-06
INSL6,21806,0.8076923076923077,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.917710290327078,1.0878747636039583,4.450975443585165,3.6559122696097743,1.378559351527,1.587554796282853,0.5878343555341065,1.8028998016085651,2.7919241010086964,2.110540632492098,2.3396118950897886,1.466250985334442,1.0505084016666784,0.6197869769088911
INSL4,3886,0.9230769230769231,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0763142829846237,1.1095219591799816,3.103007074777912,3.644774130872557,1.0016049637648987,1.5960861185588935,1.0946525912142773,2.808158024242212,2.887962776376959,2.0645329861546946,2.7504456057012074,1.7839455545438616,1.8585123253869653,1.2888815680256922
ERMP1,48545,0.6263736263736264,0.35714285714285715,0.8571428571428571,1.0,0.75,0.8571428571428571,0.5,0.5714285714285714,0.9285714285714286,0.6428571428571429,0.5,0.6071428571428571,0.21428571428571427,0.35714285714285715,1.5579758189323731,0.8480147575944061,3.5776527759374157,3.5326346021621613,1.3758928076589003,1.3592564145398167,0.6176038381554114,1.649823232644179,2.475750650489442,1.5072904392614268,1.2360541030784198,1.0726017194579798,0.5065888282942432,0.49452147684704634
KIAA2026,88780,0.7087912087912088,0.14285714285714285,0.8571428571428571,1.0,0.8571428571428571,0.9285714285714286,0.6428571428571429,0.6428571428571429,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.5,0.5,0.42857142857142855,1.839761301861734,0.6918633873616348,4.099336682854955,3.608635064011962,1.5296221500902991,1.498668967381372,0.7510277079725703,1.9052337985840364,2.5016059791621745,2.252622716836592,2.4335063743569614,1.1437828550854054,0.9534880456352063,0.5475031948693763
IL33,16302,0.4871794871794872,0.08333333333333333,0.8333333333333334,1.0,0.75,0.9166666666666666,0.25,0.25,0.4166666666666667,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.25,0.4166666666666667,1.2177978192563736,0.4719348194815322,2.8971356198602156,3.4434950573135468,1.4231754461821702,1.4533718927446222,0.4087515465314513,0.6003611479179097,1.2628502059421398,0.9785262956859401,0.8329684979921116,0.9286499165013643,0.5138817622375321,0.6162694419423237
TMEM261,3578,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,1.1450467406056084,0.779535850337299,1.031047530733479,3.458257484674119,1.5694491845099785,0.8324462515691605,0.12102329830496812,1.8312784441395067,2.361691302492069,0.2809577410357373,0.3105665764747021,0.6874227474513894,0.9985543895568239,0.6233768265936751
SNAPC3,41431,0.6778846153846154,0.375,1.0,1.0,0.9375,1.0,0.375,0.5625,1.0,0.5,0.75,0.4375,0.5,0.375,1.679941648348683,0.8368314941388293,4.190242698850409,3.472357982711322,1.6170240923394563,1.5909818549444155,0.44635772486677094,1.6003978583327778,2.3595446436548135,1.3353032041313853,1.959166683972403,1.0030473357144716,0.898255714871792,0.5297301400040331
HAUS6,49977,0.625,0.21875,0.90625,0.9375,0.8125,0.8125,0.375,0.5,0.90625,0.625,0.625,0.625,0.4375,0.34375,1.584434280625272,0.6368125263191327,3.9412908101022794,3.3906937115699947,1.4787804885179725,1.3304322433177527,0.45914361594422615,1.3923502575543036,2.386021765405201,1.5346735006170809,1.6230425030365825,1.1629586814516157,0.8004409598029248,0.46100458448947307
RPS6,4540,0.7461538461538461,0.1,1.0,1.0,0.8,1.0,0.7,0.8,1.0,0.7,0.8,0.9,0.7,0.2,1.8420416369158503,0.49590296912019427,4.209167547101199,3.666395225270404,1.4138646612109955,1.5967794195757024,0.8299276255641159,1.9423088037143963,2.9080122860125,1.5499981950596715,2.082619216904426,1.4906002225680797,1.3979706114126997,0.362994496391669
HACD4,32122,0.5064102564102565,0.25,0.75,0.8333333333333334,0.75,0.6666666666666666,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.16666666666666666,0.5,0.4166666666666667,0.4166666666666667,0.16666666666666666,1.2372916028139258,0.6603192581242336,3.023619160131808,2.7606797097800513,1.2522452885096804,1.0823428250500546,0.49249828146256186,1.4148796341444194,1.6661754988971618,0.8733211243200419,1.1108305646086831,0.7692570607084694,0.6759949071412096,0.3026275237026605
IZUMO3,2462,0.6692307692307692,0.3,0.7,1.0,0.7,0.8,0.5,0.8,0.7,0.6,0.7,0.8,0.5,0.6,1.5782639245068446,0.7432692847507527,2.703012136460502,3.1058825688946254,1.1667548723137275,1.2934358065614056,0.67151591264155,2.239216881995131,1.985712819195673,1.531601599921102,1.9117162539000325,1.4679491292063072,0.8693105647744487,0.828053187973721
PLAA,43381,0.6597633136094674,0.2692307692307692,0.9230769230769231,1.0,0.8076923076923077,0.9230769230769231,0.5769230769230769,0.6153846153846154,0.8461538461538461,0.8076923076923077,0.4230769230769231,0.5769230769230769,0.46153846153846156,0.34615384615384615,1.670767960261019,0.7108538067833781,4.08211194757388,3.6497321524718247,1.450314994415416,1.4905586574418248,0.7916695292727749,1.6295021265380134,2.379376748838404,1.7902756420057764,1.409918274197666,1.0122485145753612,0.8893739658756217,0.4340471234033065
EQTN,12481,0.71978021978022,0.42857142857142855,0.9285714285714286,0.9285714285714286,0.7857142857142857,0.9285714285714286,0.42857142857142855,0.5,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.7857142857142857,0.7857142857142857,0.35714285714285715,1.7541074574504774,0.8614102446980646,4.034036415587364,3.325391210798282,1.5032213116867623,1.4542737377430839,0.5034984161596459,1.4691160155252432,2.3176907976723315,1.7336282419786258,2.4235941222357105,1.1842905056934698,1.469258491682521,0.5239874353951066
C9orf72,27322,0.573076923076923,0.3,0.9,0.85,0.7,0.85,0.25,0.35,0.8,0.55,0.65,0.5,0.65,0.1,1.4262186919291082,0.7383345955581645,3.4962706232025993,3.1571901305967307,1.2837845148733256,1.3468729229711396,0.3369045818257901,0.9909235393307428,2.1577580513309367,1.1353613494011756,1.5783315105192872,0.9895828619817877,1.1685082493388035,0.1610200641479246
TOPORS,12010,0.7115384615384616,0.25,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.25,1.0,0.25,0.5,0.5,1.7059189741322958,0.8724328132003499,4.215996685883486,3.5750106263983037,1.7751858208324456,1.5920116707053185,1.0076298611845962,2.3327257038713114,2.434553630820606,0.57381840096125,1.9624735176276842,0.5166564371308529,0.7479141112909069,0.5705373838127357
NDUFB6,20164,0.7948717948717948,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.6666666666666666,0.8333333333333334,1.0,0.6666666666666666,0.5,1.852778005501515,1.0538505539234972,4.285644245555293,3.5043343410746615,1.6969820271739977,1.5856098697772616,0.5848994730063848,1.5470065311479198,2.744227557210033,1.5851521118006449,2.2361265815867517,1.4565703333716205,1.152092993741172,0.6536174521504581
TMEM215,3901,0.6153846153846154,0.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,1.3754361232239245,0.4624831828648576,2.2590781675421057,3.47105165901859,1.03444286003893,1.5672013290139417,0.5356942927833975,2.0458952826420114,0.918922172832934,0.8566831882789082,2.0346441632867376,1.2750246695147693,0.8619054359980591,0.5576431980957778
SPINK4,8404,0.8589743589743589,0.5,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,0.6666666666666666,0.8333333333333334,1.9794966736547828,0.9390602232783064,3.630835090984123,3.566408026246227,1.7908544743394714,1.5928540442873367,0.8405300294126808,2.2608063159740337,2.7772311064900137,1.9707708222774434,2.4577623008454843,1.558638721551392,1.2850322151322366,1.0626733866934261
BAG1,12285,0.8782051282051282,0.5833333333333334,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,1.0,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.5833333333333334,2.1551689726777132,1.0595549681416807,4.526104806535883,3.6598936604206433,1.8199309371215107,1.5969392895695884,0.9770939975474634,2.4828464359876765,2.8537488454889917,2.2865900809333755,2.651236623887161,1.6168224376372613,1.7320018274220044,0.754432734117036
CHMP5,16598,0.7747252747252747,0.21428571428571427,1.0,1.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0.9285714285714286,0.7857142857142857,0.7142857142857143,0.7857142857142857,0.7142857142857143,0.5,1.8205949471451726,0.5439195356014779,4.086111614812345,3.6416796688926167,1.7929241138445042,1.5965477431658093,0.8767411478987485,1.8732156436620844,2.370963099358832,1.7985250452700694,1.8696343592536662,1.3062640836513475,1.2698398751233102,0.6413683823524365
KIAA1161,10184,0.9230769230769231,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9121308338882923,1.3021307261581931,2.9168781075831633,2.18814159395657,0.9549190813858915,1.5952982813884633,0.6162155578173386,2.808203488408007,2.222045881796344,2.4326523548600907,3.1583322497480757,1.705665409324911,1.70396982247955,1.2532482856412006
C9orf24,18814,0.5897435897435898,0.3333333333333333,0.5833333333333334,0.9166666666666666,0.6666666666666666,0.9166666666666666,0.6666666666666666,0.5833333333333334,0.3333333333333333,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.75,0.5,1.3127705912148637,0.6503879589128244,2.1030589140531393,2.8714340921526826,1.2383748580276739,1.4524958968642352,0.7849621719087855,1.4637824370018233,0.9968097023034921,0.9691743549266114,1.6190844329364726,0.7983014676444743,1.3677019133170312,0.7504494857439772
ENHO,2002,0.6923076923076923,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.5521478282163537,1.421867316182339,1.6053121182657382,3.6333409869106985,1.5196026832407474,1.5970281209138046,1.1695468721277433,1.1557210392360737,1.3925518611118064,1.5889482074572472,1.704539864541926,0.8632980425413573,1.8581911851401514,0.6679734691429681
DCTN3,6930,0.685897435897436,0.25,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.4166666666666667,0.5833333333333334,0.8333333333333334,0.3333333333333333,1.6799596538576311,0.6523817023169902,3.8832074556308243,3.227610363823343,1.5232284912289753,1.3934946430395287,0.7877246227045721,2.1994806401943454,2.4215109961914147,1.3598396910735735,1.227140624927724,1.1112960546677182,1.6164676374789249,0.4360925768712669
SIGMAR1,3050,0.6923076923076924,0.3333333333333333,1.0,1.0,1.0,1.0,0.8333333333333334,0.8333333333333334,0.5,0.5,0.6666666666666666,0.5,0.3333333333333333,0.5,1.7075248946616464,0.5746756082525087,4.196632726527167,3.406235444099471,1.8165811406199006,1.5953225390774757,1.0005960980237358,2.1971719172945963,1.5851017121156437,1.3684688010401558,1.9543419767252121,0.9643920484094685,0.7470362496096664,0.7912673688063981
